fecha,sku,producto,cantidad,precio_unitario,total,cliente_id,region,canal
2026-03-22,SKU-005,Galletas integrales,10,1290,12900,C-1195,O'Higgins,marketplace
2026-03-22,SKU-009,Almendras 200g,7,5490,38430,C-1300,Coquimbo,tienda
2026-03-22,SKU-001,Café molido 250g,3,4990,14970,C-1007,Biobío,tienda
2026-03-22,SKU-002,Té verde 50 bolsas,7,3490,24430,C-1181,O'Higgins,telefono
2026-03-22,SKU-010,Avena tradicional,11,1690,18590,C-1325,Antofagasta,marketplace
2026-03-22,SKU-010,Avena tradicional,1,1690,1690,C-1404,Coquimbo,marketplace
2026-03-22,SKU-006,Miel de abeja 500g,10,5990,59900,C-1067,Antofagasta,telefono
2026-03-22,SKU-008,Quinoa 500g,6,4490,26940,C-1190,Maule,web
2026-03-22,SKU-006,Miel de abeja 500g,12,5990,71880,C-1033,Antofagasta,marketplace
2026-03-22,SKU-009,Almendras 200g,6,5490,32940,C-1065,O'Higgins,tienda
2026-03-23,SKU-009,Almendras 200g,7,5490,38430,C-1112,Maule,marketplace
2026-03-23,SKU-002,Té verde 50 bolsas,10,3490,34900,C-1325,Valparaíso,tienda
2026-03-23,SKU-005,Galletas integrales,7,1290,9030,C-1343,Coquimbo,marketplace
2026-03-23,SKU-006,Miel de abeja 500g,4,5990,23960,C-1351,Coquimbo,marketplace
2026-03-23,SKU-005,Galletas integrales,9,1290,11610,C-1065,Valparaíso,telefono
2026-03-23,SKU-004,Chocolate amargo 70%,5,1990,9950,C-1339,Antofagasta,marketplace
2026-03-23,SKU-008,Quinoa 500g,2,4490,8980,C-1351,Valparaíso,marketplace
2026-03-23,SKU-005,Galletas integrales,12,1290,15480,C-1206,Biobío,telefono
2026-03-23,SKU-003,Yerba mate 500g,5,2990,14950,C-1282,Metropolitana,telefono
2026-03-23,SKU-007,Aceite oliva 500ml,7,7990,55930,C-1339,O'Higgins,tienda
2026-03-23,SKU-005,Galletas integrales,8,1290,10320,C-1432,Biobío,tienda
2026-03-23,SKU-007,Aceite oliva 500ml,5,7990,39950,C-1058,Maule,web
2026-03-23,SKU-002,Té verde 50 bolsas,9,3490,31410,C-1330,Valparaíso,web
2026-03-23,SKU-003,Yerba mate 500g,12,2990,35880,C-1240,Maule,web
2026-03-23,SKU-003,Yerba mate 500g,5,2990,14950,C-1219,Metropolitana,marketplace
2026-03-23,SKU-008,Quinoa 500g,6,4490,26940,C-1473,O'Higgins,marketplace
2026-03-23,SKU-008,Quinoa 500g,4,4490,17960,C-1062,Valparaíso,web
2026-03-23,SKU-010,Avena tradicional,5,1690,8450,C-1243,O'Higgins,web
2026-03-23,SKU-004,Chocolate amargo 70%,12,1990,23880,C-1360,Maule,marketplace
2026-03-23,SKU-008,Quinoa 500g,2,4490,8980,C-1348,O'Higgins,tienda
2026-03-24,SKU-009,Almendras 200g,9,5490,49410,C-1134,Coquimbo,telefono
2026-03-24,SKU-006,Miel de abeja 500g,1,5990,5990,C-1025,Antofagasta,telefono
2026-03-24,SKU-009,Almendras 200g,3,5490,16470,C-1139,Biobío,tienda
2026-03-24,SKU-003,Yerba mate 500g,8,2990,23920,C-1470,Valparaíso,web
2026-03-24,SKU-009,Almendras 200g,11,5490,60390,C-1138,Antofagasta,telefono
2026-03-24,SKU-005,Galletas integrales,10,1290,12900,C-1296,Coquimbo,telefono
2026-03-24,SKU-009,Almendras 200g,5,5490,27450,C-1234,Coquimbo,web
2026-03-24,SKU-006,Miel de abeja 500g,3,5990,17970,C-1284,Metropolitana,marketplace
2026-03-24,SKU-008,Quinoa 500g,1,4490,4490,C-1210,Biobío,tienda
2026-03-24,SKU-003,Yerba mate 500g,8,2990,23920,C-1265,Maule,web
2026-03-24,SKU-006,Miel de abeja 500g,7,5990,41930,C-1066,O'Higgins,marketplace
2026-03-24,SKU-001,Café molido 250g,10,4990,49900,C-1245,Valparaíso,telefono
2026-03-25,SKU-005,Galletas integrales,2,1290,2580,C-1437,Valparaíso,web
2026-03-25,SKU-006,Miel de abeja 500g,2,5990,11980,C-1150,Maule,tienda
2026-03-25,SKU-003,Yerba mate 500g,9,2990,26910,C-1488,O'Higgins,web
2026-03-25,SKU-003,Yerba mate 500g,11,2990,32890,C-1134,Valparaíso,telefono
2026-03-25,SKU-009,Almendras 200g,8,5490,43920,C-1320,Valparaíso,marketplace
2026-03-25,SKU-001,Café molido 250g,4,4990,19960,C-1102,O'Higgins,web
2026-03-25,SKU-003,Yerba mate 500g,5,2990,14950,C-1055,Antofagasta,web
2026-03-25,SKU-008,Quinoa 500g,10,4490,44900,C-1312,Coquimbo,telefono
2026-03-25,SKU-009,Almendras 200g,7,5490,38430,C-1230,Maule,marketplace
2026-03-25,SKU-005,Galletas integrales,10,1290,12900,C-1020,O'Higgins,tienda
2026-03-25,SKU-004,Chocolate amargo 70%,10,1990,19900,C-1410,Biobío,tienda
2026-03-25,SKU-010,Avena tradicional,10,1690,16900,C-1043,Metropolitana,tienda
2026-03-25,SKU-005,Galletas integrales,5,1290,6450,C-1167,Metropolitana,web
2026-03-25,SKU-003,Yerba mate 500g,2,2990,5980,C-1261,Coquimbo,web
2026-03-25,SKU-003,Yerba mate 500g,7,2990,20930,C-1257,O'Higgins,web
2026-03-25,SKU-009,Almendras 200g,5,5490,27450,C-1422,Antofagasta,web
2026-03-26,SKU-001,Café molido 250g,3,4990,14970,C-1357,Maule,marketplace
2026-03-26,SKU-006,Miel de abeja 500g,7,5990,41930,C-1137,Metropolitana,tienda
2026-03-26,SKU-007,Aceite oliva 500ml,11,7990,87890,C-1442,Coquimbo,tienda
2026-03-26,SKU-003,Yerba mate 500g,11,2990,32890,C-1043,Biobío,marketplace
2026-03-26,SKU-010,Avena tradicional,1,1690,1690,C-1177,Antofagasta,telefono
2026-03-26,SKU-010,Avena tradicional,11,1690,18590,C-1411,Valparaíso,telefono
2026-03-26,SKU-008,Quinoa 500g,1,4490,4490,C-1296,Biobío,tienda
2026-03-26,SKU-003,Yerba mate 500g,3,2990,8970,C-1019,Biobío,telefono
2026-03-26,SKU-003,Yerba mate 500g,2,2990,5980,C-1366,O'Higgins,telefono
2026-03-26,SKU-002,Té verde 50 bolsas,12,3490,41880,C-1217,Metropolitana,telefono
2026-03-26,SKU-006,Miel de abeja 500g,9,5990,53910,C-1114,Metropolitana,tienda
2026-03-26,SKU-003,Yerba mate 500g,4,2990,11960,C-1404,Maule,web
2026-03-26,SKU-008,Quinoa 500g,9,4490,40410,C-1233,Valparaíso,tienda
2026-03-26,SKU-001,Café molido 250g,10,4990,49900,C-1242,Biobío,tienda
2026-03-27,SKU-009,Almendras 200g,10,5490,54900,C-1101,Valparaíso,marketplace
2026-03-27,SKU-009,Almendras 200g,8,5490,43920,C-1459,Valparaíso,telefono
2026-03-27,SKU-003,Yerba mate 500g,2,2990,5980,C-1030,Valparaíso,marketplace
2026-03-27,SKU-008,Quinoa 500g,8,4490,35920,C-1124,Maule,tienda
2026-03-27,SKU-003,Yerba mate 500g,5,2990,14950,C-1467,O'Higgins,telefono
2026-03-27,SKU-006,Miel de abeja 500g,2,5990,11980,C-1223,O'Higgins,web
2026-03-27,SKU-003,Yerba mate 500g,11,2990,32890,C-1359,O'Higgins,web
2026-03-27,SKU-007,Aceite oliva 500ml,2,7990,15980,C-1484,Valparaíso,telefono
2026-03-27,SKU-008,Quinoa 500g,12,4490,53880,C-1245,Coquimbo,tienda
2026-03-27,SKU-009,Almendras 200g,8,5490,43920,C-1129,Metropolitana,tienda
2026-03-27,SKU-002,Té verde 50 bolsas,9,3490,31410,C-1078,Biobío,tienda
2026-03-27,SKU-010,Avena tradicional,1,1690,1690,C-1422,O'Higgins,web
2026-03-28,SKU-001,Café molido 250g,11,4990,54890,C-1334,Coquimbo,web
2026-03-28,SKU-003,Yerba mate 500g,2,2990,5980,C-1304,Metropolitana,tienda
2026-03-28,SKU-008,Quinoa 500g,4,4490,17960,C-1102,O'Higgins,telefono
2026-03-28,SKU-007,Aceite oliva 500ml,9,7990,71910,C-1382,Coquimbo,tienda
2026-03-28,SKU-004,Chocolate amargo 70%,2,1990,3980,C-1142,Maule,tienda
2026-03-28,SKU-010,Avena tradicional,7,1690,11830,C-1156,Antofagasta,web
2026-03-28,SKU-003,Yerba mate 500g,6,2990,17940,C-1210,Coquimbo,telefono
2026-03-28,SKU-009,Almendras 200g,1,5490,5490,C-1336,O'Higgins,telefono
2026-03-28,SKU-002,Té verde 50 bolsas,5,3490,17450,C-1395,O'Higgins,telefono
2026-03-28,SKU-003,Yerba mate 500g,8,2990,23920,C-1275,Maule,marketplace
2026-03-28,SKU-004,Chocolate amargo 70%,12,1990,23880,C-1122,Antofagasta,telefono
2026-03-28,SKU-002,Té verde 50 bolsas,8,3490,27920,C-1051,Antofagasta,telefono
2026-03-28,SKU-009,Almendras 200g,1,5490,5490,C-1316,Metropolitana,tienda
2026-03-28,SKU-001,Café molido 250g,5,4990,24950,C-1307,Biobío,marketplace
2026-03-28,SKU-009,Almendras 200g,10,5490,54900,C-1314,Coquimbo,web
2026-03-28,SKU-006,Miel de abeja 500g,10,5990,59900,C-1219,Antofagasta,telefono
2026-03-28,SKU-006,Miel de abeja 500g,3,5990,17970,C-1225,Metropolitana,telefono
2026-03-28,SKU-002,Té verde 50 bolsas,9,3490,31410,C-1394,Antofagasta,web
2026-03-28,SKU-005,Galletas integrales,1,1290,1290,C-1328,Maule,marketplace
2026-03-28,SKU-002,Té verde 50 bolsas,5,3490,17450,C-1100,Coquimbo,marketplace
2026-03-28,SKU-001,Café molido 250g,12,4990,59880,C-1070,Antofagasta,tienda
2026-03-29,SKU-010,Avena tradicional,7,1690,11830,C-1185,Valparaíso,tienda
2026-03-29,SKU-005,Galletas integrales,4,1290,5160,C-1029,Valparaíso,web
2026-03-29,SKU-007,Aceite oliva 500ml,1,7990,7990,C-1091,Coquimbo,marketplace
2026-03-29,SKU-002,Té verde 50 bolsas,7,3490,24430,C-1112,Valparaíso,telefono
2026-03-29,SKU-010,Avena tradicional,12,1690,20280,C-1010,O'Higgins,telefono
2026-03-29,SKU-001,Café molido 250g,1,4990,4990,C-1166,O'Higgins,web
2026-03-29,SKU-007,Aceite oliva 500ml,11,7990,87890,C-1050,O'Higgins,telefono
2026-03-29,SKU-004,Chocolate amargo 70%,6,1990,11940,C-1347,Antofagasta,telefono
2026-03-29,SKU-006,Miel de abeja 500g,1,5990,5990,C-1212,Metropolitana,telefono
2026-03-29,SKU-002,Té verde 50 bolsas,1,3490,3490,C-1131,Valparaíso,tienda
2026-03-29,SKU-001,Café molido 250g,6,4990,29940,C-1477,Biobío,telefono
2026-03-29,SKU-007,Aceite oliva 500ml,6,7990,47940,C-1498,Valparaíso,telefono
2026-03-29,SKU-005,Galletas integrales,3,1290,3870,C-1364,Coquimbo,tienda
2026-03-29,SKU-005,Galletas integrales,8,1290,10320,C-1011,Metropolitana,telefono
2026-03-29,SKU-007,Aceite oliva 500ml,6,7990,47940,C-1488,O'Higgins,tienda
2026-03-30,SKU-007,Aceite oliva 500ml,2,7990,15980,C-1282,Biobío,marketplace
2026-03-30,SKU-010,Avena tradicional,12,1690,20280,C-1161,Valparaíso,telefono
2026-03-30,SKU-005,Galletas integrales,4,1290,5160,C-1342,Coquimbo,marketplace
2026-03-30,SKU-006,Miel de abeja 500g,2,5990,11980,C-1450,Valparaíso,marketplace
2026-03-30,SKU-002,Té verde 50 bolsas,3,3490,10470,C-1135,Metropolitana,web
2026-03-30,SKU-007,Aceite oliva 500ml,10,7990,79900,C-1288,Coquimbo,web
2026-03-30,SKU-005,Galletas integrales,10,1290,12900,C-1346,Maule,telefono
2026-03-30,SKU-005,Galletas integrales,8,1290,10320,C-1450,Coquimbo,telefono
2026-03-30,SKU-010,Avena tradicional,12,1690,20280,C-1254,O'Higgins,marketplace
2026-03-30,SKU-010,Avena tradicional,4,1690,6760,C-1331,Metropolitana,telefono
2026-03-30,SKU-005,Galletas integrales,11,1290,14190,C-1209,Metropolitana,tienda
2026-03-30,SKU-006,Miel de abeja 500g,6,5990,35940,C-1003,Valparaíso,tienda
2026-03-30,SKU-002,Té verde 50 bolsas,11,3490,38390,C-1293,Valparaíso,web
2026-03-30,SKU-003,Yerba mate 500g,7,2990,20930,C-1451,O'Higgins,tienda
2026-03-30,SKU-001,Café molido 250g,7,4990,34930,C-1403,Maule,tienda
2026-03-30,SKU-005,Galletas integrales,1,1290,1290,C-1004,Biobío,web
2026-03-31,SKU-004,Chocolate amargo 70%,9,1990,17910,C-1386,Coquimbo,tienda
2026-03-31,SKU-003,Yerba mate 500g,9,2990,26910,C-1018,O'Higgins,marketplace
2026-03-31,SKU-001,Café molido 250g,2,4990,9980,C-1449,Biobío,tienda
2026-03-31,SKU-008,Quinoa 500g,10,4490,44900,C-1417,Coquimbo,telefono
2026-03-31,SKU-006,Miel de abeja 500g,4,5990,23960,C-1332,Metropolitana,web
2026-03-31,SKU-004,Chocolate amargo 70%,2,1990,3980,C-1303,Coquimbo,tienda
2026-03-31,SKU-006,Miel de abeja 500g,11,5990,65890,C-1367,O'Higgins,telefono
2026-03-31,SKU-005,Galletas integrales,12,1290,15480,C-1445,Biobío,web
2026-03-31,SKU-009,Almendras 200g,6,5490,32940,C-1046,O'Higgins,telefono
2026-03-31,SKU-006,Miel de abeja 500g,3,5990,17970,C-1410,Antofagasta,telefono
2026-03-31,SKU-003,Yerba mate 500g,4,2990,11960,C-1410,Antofagasta,tienda
