Numero,Zona,Cliente,Producto,Cantidad,Precio
589,Sur,CrystalPoint Ltd,Piña,318,8
590,Norte,UrbanSphere Co,Naranja,575,8
591,Centro,Infinity Networks,Cereza,798,2
592,Sur,GreenField Enterprises,Cereza,472,2
593,Sur,NovaLink Group,Naranja,730,8
594,Sur,Solaris Innovations,Naranja,212,8
595,Centro,GreenField Enterprises,Uva,917,7
596,Online,QuantumEdge LLC,Uva,738,7
597,Norte,AstraCore Tech,Kiwi,58,3
598,Online,Infinity Networks,Banana,715,9
599,Centro,AstraCore Tech,Cereza,936,2
600,Online,AeroGlide Systems,Manzana,447,2
601,Online,Solaris Innovations,Cereza,368,2
602,Centro,Pioneer Robotics,Piña,12,8
603,Centro,ClearStream Solutions,Pera,875,10
604,Online,Luminex Corp,Cereza,301,2
605,Centro,Vertex Labs,Banana,148,9
606,Sur,Solaris Innovations,Fresa,873,2
607,Norte,Orion Ventures,Naranja,673,8
608,Centro,NexaGlobal,Fresa,549,2
609,Online,QuantumEdge LLC,Banana,640,9
610,Norte,Pioneer Robotics,Uva,253,7
611,Online,CrystalPoint Ltd,Piña,163,8
612,Centro,AstraCore Tech,Pera,152,10
613,Norte,Skyline Dynamics,Fresa,72,2
614,Norte,NovaLink Group,Cereza,920,2
615,Norte,UrbanSphere Co,Uva,823,7
616,Sur,CrystalPoint Ltd,Fresa,793,2
617,Centro,AstraCore Tech,Fresa,575,2
618,Centro,Infinity Networks,Manzana,703,2
619,Centro,AstraCore Tech,Banana,394,9
620,Sur,Solaris Innovations,Kiwi,81,3
621,Norte,NovaLink Group,Banana,440,9
622,Online,AeroGlide Systems,Naranja,450,8
623,Centro,NovaLink Group,Fresa,711,2
624,Centro,UrbanSphere Co,Cereza,948,2
625,Online,UrbanSphere Co,Piña,700,8
626,Centro,TechNova Solutions,Banana,633,9
627,Sur,TechNova Solutions,Cereza,72,2
628,Centro,Vertex Labs,Banana,828,9
629,Online,SummitWorks Inc,Banana,821,9
630,Centro,AeroGlide Systems,Mango,564,4
631,Sur,Pioneer Robotics,Pera,773,10
632,Online,CrystalPoint Ltd,Naranja,987,8
633,Sur,AstraCore Tech,Cereza,676,2
634,Centro,Vertex Labs,Naranja,217,8
635,Online,GreenField Enterprises,Fresa,923,2
636,Sur,SummitWorks Inc,Cereza,552,2
637,Sur,ClearStream Solutions,Fresa,321,2
638,Centro,AeroGlide Systems,Fresa,179,2
639,Norte,BluePeak Technologies,Manzana,984,2
640,Norte,Infinity Networks,Naranja,166,8
641,Sur,AstraCore Tech,Fresa,485,2
642,Centro,ClearStream Solutions,Manzana,113,2
643,Online,Luminex Corp,Mango,719,4
644,Norte,CrystalPoint Ltd,Naranja,257,8
645,Centro,Skyline Dynamics,Kiwi,460,3
646,Norte,UrbanSphere Co,Mango,463,4
647,Online,Infinity Networks,Kiwi,290,3
648,Online,Vertex Labs,Fresa,111,2
649,Centro,Infinity Networks,Kiwi,937,3
650,Sur,NovaLink Group,Uva,996,7
651,Norte,CrystalPoint Ltd,Mango,19,4
652,Online,Orion Ventures,Kiwi,855,3
653,Online,Solaris Innovations,Kiwi,892,3
654,Sur,EcoWave Industries,Uva,965,7
655,Centro,BluePeak Technologies,Mango,794,4
656,Norte,Pioneer Robotics,Banana,428,9
657,Online,Solaris Innovations,Kiwi,589,3
658,Norte,CrystalPoint Ltd,Banana,89,9
659,Online,Infinity Networks,Kiwi,154,3
660,Online,TechNova Solutions,Fresa,39,2
661,Online,Luminex Corp,Manzana,169,2
662,Online,CrystalPoint Ltd,Cereza,66,2
663,Sur,ClearStream Solutions,Naranja,198,8
664,Centro,Vertex Labs,Fresa,361,2
665,Norte,CrystalPoint Ltd,Piña,105,8
666,Norte,CrystalPoint Ltd,Banana,802,9
667,Centro,Pioneer Robotics,Pera,993,10
668,Centro,NovaLink Group,Piña,628,8
669,Sur,GreenField Enterprises,Cereza,163,2
670,Sur,GreenField Enterprises,Naranja,264,8
671,Online,Pioneer Robotics,Cereza,507,2
672,Sur,SummitWorks Inc,Fresa,720,2
673,Norte,ClearStream Solutions,Naranja,612,8
674,Sur,UrbanSphere Co,Banana,634,9
675,Norte,SummitWorks Inc,Banana,749,9
676,Sur,ClearStream Solutions,Naranja,98,8
677,Online,CrystalPoint Ltd,Banana,736,9
678,Norte,Infinity Networks,Kiwi,759,3
679,Norte,Solaris Innovations,Kiwi,25,3
680,Online,NovaLink Group,Fresa,506,2
681,Norte,SummitWorks Inc,Piña,70,8
682,Online,AeroGlide Systems,Cereza,681,2
683,Centro,NexaGlobal,Pera,921,10
684,Online,AstraCore Tech,Kiwi,810,3
685,Norte,Skyline Dynamics,Manzana,775,2
686,Sur,Infinity Networks,Uva,738,7
687,Norte,TechNova Solutions,Fresa,354,2
688,Norte,NovaLink Group,Manzana,824,2
689,Centro,Infinity Networks,Piña,72,8
690,Centro,GreenField Enterprises,Piña,266,8
691,Norte,Skyline Dynamics,Banana,241,9
692,Centro,BluePeak Technologies,Uva,313,7
693,Centro,Orion Ventures,Piña,940,8
694,Centro,Pioneer Robotics,Cereza,603,2
695,Norte,Infinity Networks,Kiwi,262,3
696,Centro,GreenField Enterprises,Banana,682,9
697,Sur,CrystalPoint Ltd,Uva,23,7
698,Online,NovaLink Group,Uva,388,7
699,Online,Orion Ventures,Piña,297,8
700,Online,QuantumEdge LLC,Pera,21,10
701,Online,AstraCore Tech,Cereza,381,2
702,Norte,Luminex Corp,Naranja,505,8
703,Online,QuantumEdge LLC,Naranja,76,8
704,Norte,QuantumEdge LLC,Mango,54,4
705,Online,Orion Ventures,Kiwi,173,3
706,Sur,BluePeak Technologies,Mango,591,4
707,Centro,BluePeak Technologies,Fresa,618,2
708,Sur,Vertex Labs,Kiwi,937,3
709,Sur,NovaLink Group,Manzana,488,2
710,Online,Pioneer Robotics,Pera,559,10
711,Sur,AeroGlide Systems,Cereza,23,2
712,Norte,Orion Ventures,Piña,841,8
713,Centro,GreenField Enterprises,Banana,736,9
714,Norte,Pioneer Robotics,Naranja,884,8
715,Centro,BluePeak Technologies,Pera,320,10
716,Online,CrystalPoint Ltd,Uva,967,7
717,Online,Orion Ventures,Mango,59,4
718,Sur,Orion Ventures,Naranja,594,8
719,Centro,UrbanSphere Co,Piña,653,8
720,Sur,UrbanSphere Co,Mango,814,4
721,Norte,Infinity Networks,Kiwi,323,3
722,Sur,Vertex Labs,Uva,103,7
723,Online,NovaLink Group,Pera,673,10
724,Norte,TechNova Solutions,Kiwi,314,3
725,Norte,SummitWorks Inc,Naranja,768,8
726,Sur,Pioneer Robotics,Piña,533,8
727,Centro,SummitWorks Inc,Cereza,356,2
728,Online,NovaLink Group,Fresa,409,2
729,Sur,AstraCore Tech,Kiwi,181,3
730,Online,Orion Ventures,Cereza,522,2
731,Norte,NexaGlobal,Uva,417,7
732,Centro,GreenField Enterprises,Naranja,292,8
733,Centro,AeroGlide Systems,Pera,883,10
734,Sur,Orion Ventures,Fresa,420,2
735,Sur,ClearStream Solutions,Banana,149,9
736,Sur,QuantumEdge LLC,Pera,302,10
737,Online,CrystalPoint Ltd,Cereza,947,2
738,Online,NovaLink Group,Manzana,878,2
739,Sur,UrbanSphere Co,Mango,402,4
740,Online,Pioneer Robotics,Mango,18,4
741,Norte,CrystalPoint Ltd,Banana,555,9
742,Centro,Orion Ventures,Uva,639,7
743,Norte,Vertex Labs,Fresa,956,2
744,Centro,Infinity Networks,Cereza,180,2
745,Sur,SummitWorks Inc,Mango,145,4
746,Norte,CrystalPoint Ltd,Naranja,411,8
747,Norte,UrbanSphere Co,Pera,187,10
748,Sur,Infinity Networks,Banana,229,9
749,Norte,SummitWorks Inc,Pera,113,10
750,Online,Luminex Corp,Fresa,502,2
751,Norte,AeroGlide Systems,Banana,327,9
752,Sur,Orion Ventures,Piña,522,8
753,Norte,Solaris Innovations,Piña,664,8
754,Norte,Vertex Labs,Pera,661,10
755,Online,Infinity Networks,Mango,696,4
756,Sur,Orion Ventures,Pera,356,10
757,Norte,QuantumEdge LLC,Uva,124,7
758,Norte,UrbanSphere Co,Pera,556,10
759,Norte,Luminex Corp,Uva,724,7
760,Sur,UrbanSphere Co,Pera,106,10
761,Centro,Skyline Dynamics,Uva,520,7
762,Centro,Pioneer Robotics,Piña,787,8
763,Sur,UrbanSphere Co,Piña,684,8
764,Norte,Vertex Labs,Cereza,179,2
765,Online,Infinity Networks,Naranja,269,8
766,Centro,GreenField Enterprises,Uva,85,7
767,Norte,GreenField Enterprises,Naranja,309,8
768,Centro,EcoWave Industries,Mango,424,4
769,Online,AstraCore Tech,Piña,856,8
770,Sur,TechNova Solutions,Uva,220,7
771,Centro,Vertex Labs,Pera,513,10
772,Centro,SummitWorks Inc,Naranja,719,8
773,Online,NovaLink Group,Uva,515,7
774,Norte,Infinity Networks,Kiwi,336,3
775,Sur,UrbanSphere Co,Uva,373,7
776,Norte,Luminex Corp,Uva,261,7
777,Sur,NexaGlobal,Uva,533,7
778,Online,TechNova Solutions,Kiwi,608,3
779,Sur,AeroGlide Systems,Banana,317,9
780,Sur,QuantumEdge LLC,Piña,101,8
781,Centro,Luminex Corp,Naranja,976,8
782,Centro,NovaLink Group,Piña,739,8
783,Centro,TechNova Solutions,Manzana,364,2
784,Sur,Orion Ventures,Uva,450,7
785,Norte,AeroGlide Systems,Naranja,53,8
786,Norte,TechNova Solutions,Pera,824,10
787,Online,CrystalPoint Ltd,Cereza,25,2
788,Centro,GreenField Enterprises,Fresa,998,2
789,Online,Luminex Corp,Naranja,528,8
790,Sur,AstraCore Tech,Piña,386,8
791,Centro,AeroGlide Systems,Piña,920,8
792,Centro,Orion Ventures,Banana,881,9
793,Norte,SummitWorks Inc,Mango,670,4
794,Online,QuantumEdge LLC,Piña,584,8
795,Centro,ClearStream Solutions,Kiwi,247,3
796,Sur,AeroGlide Systems,Cereza,208,2
797,Centro,QuantumEdge LLC,Cereza,902,2
798,Centro,Infinity Networks,Manzana,852,2
799,Centro,CrystalPoint Ltd,Mango,700,4
800,Online,Vertex Labs,Naranja,871,8
801,Norte,Skyline Dynamics,Manzana,969,2
802,Sur,BluePeak Technologies,Banana,969,9
803,Sur,AstraCore Tech,Mango,801,4
804,Norte,Vertex Labs,Kiwi,550,3
805,Sur,UrbanSphere Co,Mango,462,4
806,Online,Orion Ventures,Cereza,965,2
807,Norte,Orion Ventures,Banana,441,9
808,Online,AstraCore Tech,Pera,30,10
809,Online,EcoWave Industries,Uva,687,7
810,Online,Solaris Innovations,Naranja,335,8
811,Online,EcoWave Industries,Mango,903,4
812,Norte,AeroGlide Systems,Banana,214,9
813,Norte,SummitWorks Inc,Cereza,379,2
814,Online,AstraCore Tech,Piña,621,8
815,Norte,Pioneer Robotics,Kiwi,654,3
816,Centro,Solaris Innovations,Uva,521,7
817,Sur,TechNova Solutions,Uva,369,7
818,Norte,Solaris Innovations,Pera,698,10
819,Sur,Skyline Dynamics,Banana,937,9
820,Centro,UrbanSphere Co,Banana,63,9
821,Sur,GreenField Enterprises,Uva,249,7
822,Norte,GreenField Enterprises,Uva,427,7
823,Centro,Pioneer Robotics,Banana,551,9
824,Online,Infinity Networks,Naranja,593,8
825,Centro,QuantumEdge LLC,Mango,303,4
826,Online,NovaLink Group,Banana,397,9
827,Sur,ClearStream Solutions,Naranja,490,8
828,Norte,Vertex Labs,Pera,725,10
829,Centro,EcoWave Industries,Naranja,175,8
830,Norte,Infinity Networks,Naranja,876,8
831,Online,NexaGlobal,Mango,368,4
832,Centro,UrbanSphere Co,Piña,117,8
833,Sur,CrystalPoint Ltd,Banana,790,9
834,Norte,CrystalPoint Ltd,Manzana,269,2
835,Sur,Vertex Labs,Kiwi,771,3
836,Centro,Orion Ventures,Manzana,975,2
837,Norte,AeroGlide Systems,Banana,284,9
838,Centro,SummitWorks Inc,Naranja,143,8
839,Online,Skyline Dynamics,Uva,940,7
840,Online,QuantumEdge LLC,Naranja,636,8
841,Centro,NexaGlobal,Naranja,591,8
842,Sur,BluePeak Technologies,Uva,381,7
843,Sur,NovaLink Group,Manzana,926,2
844,Online,TechNova Solutions,Pera,751,10
845,Sur,QuantumEdge LLC,Fresa,348,2
846,Sur,NovaLink Group,Naranja,245,8
847,Centro,UrbanSphere Co,Manzana,850,2
848,Online,AeroGlide Systems,Kiwi,410,3
849,Online,Solaris Innovations,Banana,258,9
850,Sur,AeroGlide Systems,Banana,23,9
851,Online,UrbanSphere Co,Manzana,114,2
852,Norte,Pioneer Robotics,Manzana,841,2
853,Norte,NovaLink Group,Mango,223,4
854,Centro,CrystalPoint Ltd,Naranja,290,8
855,Norte,SummitWorks Inc,Naranja,892,8
856,Centro,AeroGlide Systems,Kiwi,992,3
857,Norte,QuantumEdge LLC,Mango,264,4
858,Centro,EcoWave Industries,Kiwi,120,3
859,Centro,Skyline Dynamics,Piña,370,8
860,Online,SummitWorks Inc,Cereza,668,2
861,Online,Pioneer Robotics,Manzana,75,2
862,Online,NexaGlobal,Pera,436,10
863,Online,EcoWave Industries,Fresa,674,2
864,Norte,Vertex Labs,Naranja,735,8
865,Centro,CrystalPoint Ltd,Kiwi,591,3
866,Norte,QuantumEdge LLC,Cereza,962,2
867,Online,ClearStream Solutions,Kiwi,78,3
868,Centro,Pioneer Robotics,Manzana,607,2
869,Sur,GreenField Enterprises,Kiwi,233,3
870,Sur,NexaGlobal,Pera,658,10
871,Centro,SummitWorks Inc,Cereza,395,2
872,Online,Pioneer Robotics,Kiwi,704,3
873,Norte,Solaris Innovations,Naranja,761,8
874,Online,AeroGlide Systems,Pera,956,10
875,Sur,Pioneer Robotics,Uva,784,7
876,Sur,Luminex Corp,Mango,861,4
877,Sur,ClearStream Solutions,Manzana,131,2
878,Norte,CrystalPoint Ltd,Pera,503,10
879,Sur,ClearStream Solutions,Uva,870,7
880,Online,AeroGlide Systems,Naranja,643,8
881,Sur,Vertex Labs,Piña,906,8
882,Centro,NovaLink Group,Pera,456,10
883,Sur,NexaGlobal,Banana,471,9
884,Online,Vertex Labs,Uva,493,7
885,Online,Vertex Labs,Banana,781,9
886,Sur,EcoWave Industries,Cereza,960,2
887,Online,EcoWave Industries,Pera,620,10
888,Centro,QuantumEdge LLC,Mango,261,4
889,Centro,AeroGlide Systems,Piña,115,8
890,Online,Skyline Dynamics,Fresa,146,2
891,Norte,Orion Ventures,Manzana,665,2
892,Centro,Pioneer Robotics,Mango,900,4
893,Centro,SummitWorks Inc,Piña,333,8
894,Centro,SummitWorks Inc,Fresa,826,2
895,Sur,ClearStream Solutions,Cereza,85,2
896,Online,Vertex Labs,Piña,671,8
897,Norte,QuantumEdge LLC,Piña,326,8
898,Centro,SummitWorks Inc,Mango,611,4
899,Online,Luminex Corp,Banana,352,9
900,Sur,BluePeak Technologies,Fresa,79,2
901,Online,EcoWave Industries,Mango,476,4
902,Centro,TechNova Solutions,Kiwi,1000,3
903,Online,AstraCore Tech,Cereza,255,2
904,Online,AeroGlide Systems,Pera,237,10
905,Centro,UrbanSphere Co,Manzana,666,2
906,Norte,Infinity Networks,Pera,76,10
907,Online,ClearStream Solutions,Kiwi,632,3
908,Centro,SummitWorks Inc,Uva,273,7
909,Online,TechNova Solutions,Kiwi,203,3
910,Online,NexaGlobal,Banana,484,9
911,Online,Pioneer Robotics,Pera,105,10
912,Norte,NexaGlobal,Pera,937,10
913,Norte,AstraCore Tech,Manzana,607,2
914,Centro,SummitWorks Inc,Kiwi,820,3
915,Sur,NovaLink Group,Fresa,912,2
916,Norte,SummitWorks Inc,Cereza,70,2
917,Sur,Infinity Networks,Uva,553,7
918,Online,CrystalPoint Ltd,Banana,95,9
919,Norte,Vertex Labs,Banana,396,9
920,Centro,EcoWave Industries,Cereza,685,2
921,Sur,Pioneer Robotics,Manzana,894,2
922,Online,UrbanSphere Co,Kiwi,100,3
923,Online,Solaris Innovations,Cereza,368,2
924,Online,NovaLink Group,Uva,319,7
925,Centro,CrystalPoint Ltd,Kiwi,600,3
926,Online,NexaGlobal,Fresa,181,2
927,Centro,GreenField Enterprises,Manzana,544,2
928,Sur,ClearStream Solutions,Fresa,338,2
929,Online,ClearStream Solutions,Mango,364,4
930,Online,NovaLink Group,Pera,777,10
931,Sur,TechNova Solutions,Pera,709,10
932,Sur,ClearStream Solutions,Uva,460,7
933,Sur,ClearStream Solutions,Pera,705,10
934,Centro,NexaGlobal,Banana,438,9
935,Sur,SummitWorks Inc,Naranja,14,8
936,Centro,NexaGlobal,Pera,492,10
937,Sur,NovaLink Group,Manzana,967,2
938,Online,UrbanSphere Co,Kiwi,333,3
939,Sur,TechNova Solutions,Kiwi,673,3
940,Sur,TechNova Solutions,Kiwi,200,3
941,Sur,Solaris Innovations,Naranja,402,8
942,Norte,BluePeak Technologies,Uva,189,7
943,Norte,SummitWorks Inc,Banana,506,9
944,Norte,UrbanSphere Co,Uva,353,7
945,Online,SummitWorks Inc,Piña,658,8
946,Sur,Luminex Corp,Kiwi,749,3
947,Norte,QuantumEdge LLC,Naranja,698,8
948,Sur,TechNova Solutions,Banana,557,9
949,Sur,BluePeak Technologies,Fresa,940,2
950,Sur,AeroGlide Systems,Mango,635,4
951,Centro,NovaLink Group,Cereza,988,2
952,Online,BluePeak Technologies,Kiwi,375,3
953,Online,Orion Ventures,Kiwi,925,3
954,Online,AeroGlide Systems,Naranja,776,8
955,Norte,BluePeak Technologies,Uva,754,7
956,Online,SummitWorks Inc,Fresa,111,2
957,Online,AeroGlide Systems,Mango,373,4
958,Sur,GreenField Enterprises,Cereza,850,2
959,Sur,EcoWave Industries,Mango,317,4
960,Centro,TechNova Solutions,Pera,577,10
961,Online,ClearStream Solutions,Piña,816,8
962,Online,Skyline Dynamics,Mango,273,4
963,Online,UrbanSphere Co,Piña,858,8
964,Online,TechNova Solutions,Mango,385,4
965,Centro,BluePeak Technologies,Piña,953,8
966,Centro,CrystalPoint Ltd,Fresa,596,2
967,Sur,NexaGlobal,Pera,956,10
968,Online,UrbanSphere Co,Manzana,878,2
969,Centro,GreenField Enterprises,Uva,21,7
970,Sur,AeroGlide Systems,Manzana,111,2
971,Sur,NovaLink Group,Manzana,748,2
972,Centro,CrystalPoint Ltd,Piña,175,8
973,Online,Solaris Innovations,Manzana,383,2
974,Online,GreenField Enterprises,Naranja,272,8
975,Sur,TechNova Solutions,Pera,832,10
976,Norte,Orion Ventures,Manzana,454,2
977,Sur,Luminex Corp,Kiwi,274,3
978,Sur,EcoWave Industries,Fresa,937,2
979,Centro,ClearStream Solutions,Naranja,175,8
980,Norte,EcoWave Industries,Manzana,50,2
981,Centro,Infinity Networks,Piña,497,8
982,Centro,UrbanSphere Co,Cereza,323,2
983,Centro,UrbanSphere Co,Mango,84,4
984,Centro,Luminex Corp,Banana,335,9
985,Sur,GreenField Enterprises,Kiwi,808,3
986,Norte,BluePeak Technologies,Banana,488,9
987,Centro,Vertex Labs,Piña,866,8
988,Norte,Skyline Dynamics,Fresa,370,2
989,Sur,TechNova Solutions,Manzana,938,2
990,Centro,AstraCore Tech,Cereza,805,2
991,Centro,TechNova Solutions,Mango,160,4
992,Centro,Skyline Dynamics,Piña,30,8
993,Online,NovaLink Group,Kiwi,684,3
994,Online,Infinity Networks,Manzana,312,2
995,Online,NovaLink Group,Pera,204,10
996,Sur,Pioneer Robotics,Manzana,659,2
997,Centro,SummitWorks Inc,Piña,284,8
998,Online,Orion Ventures,Naranja,444,8
999,Centro,TechNova Solutions,Fresa,399,2
1000,Centro,AeroGlide Systems,Cereza,198,2
